employee_id,job_role,training_hours,client_contacts,task_switch_hours,performance_index
E1665,implement_specialist,8.4,6.87,2.4,65.5
E1666,support_engineer,8.8,4.92,6.2,63.1
E1667,account_manager,7.9,7.61,4.6,36.7
E1668,account_manager,8.8,9.38,4.2,36.7
E1669,account_manager,7.1,8.91,6.1,63.7
E1670,implement_specialist,5.9,4.26,4.9,61.1
E1671,support_engineer,8.5,9.15,7.3,43.2
E1672,account_manager,6.1,5.71,4.1,53.6
E1673,account_manager,8.3,8.21,6.1,70.1
E1674,account_manager,8.4,2.87,6.7,42.1
E1675,implement_specialist,9.5,8.46,5.4,56.9
E1676,account_manager,7.6,7.71,7,60.8
E1677,implement_specialist,8.2,3.4,8.6,65.4
E1678,implement_specialist,4.7,8.84,10,32
E1679,account_manager,6.7,10.09,4.1,67.4
E1680,account_manager,7.4,4.2,5.3,57.2
E1681,support_engineer,8,5.01,4.5,74.7
E1682,support_engineer,6.9,8.73,6.5,54.6
E1683,account_manager,7,5.8,6.2,50
E1684,account_manager,5.7,1.27,9,58
E1685,account_manager,6.5,11.76,8.5,76.6
E1686,implement_specialist,4.3,4.63,11.5,24.3
E1687,account_manager,9,5.5,6.4,79.4
E1688,account_manager,8.3,5.68,6.5,44.6
E1689,account_manager,7.3,8.3,5.5,56.9
E1690,account_manager,7.6,3.15,7.1,35.8
E1691,account_manager,5.8,5.57,9.3,59.3
E1692,support_engineer,8,6.79,5.1,47.9
E1693,implement_specialist,7.6,0.99,6.4,59.4
E1694,account_manager,6.4,4.41,2.4,79.4
E1695,implement_specialist,6.5,3.79,12,73.4
E1696,support_engineer,7.4,7.21,9.8,73.2
E1697,implement_specialist,6.9,9.75,5.2,57.4
E1698,implement_specialist,7.1,11.17,10.9,56.1
E1699,account_manager,7.2,3.09,7,38.1
E1700,implement_specialist,6.1,4.29,7.7,64.9
E1701,implement_specialist,5.9,8.39,8.5,68.6
E1702,account_manager,6,8.99,4.6,49.9
E1703,implement_specialist,5.9,10.03,7.2,59.9
E1704,support_engineer,8.4,9.09,5.8,63.1
E1705,support_engineer,7.9,9.84,3.2,55.7
E1706,account_manager,8.8,5.3,5,62.5
E1707,account_manager,6.3,5.85,7.9,43.9
E1708,support_engineer,6.8,6.1,4.4,46.3
E1709,account_manager,6,8.57,9.4,66
E1710,account_manager,7.3,5.78,3.4,57.7
E1711,support_engineer,8.3,8.17,8,51.1
E1712,account_manager,5,6.36,9.4,62.4
E1713,account_manager,4.9,2.58,7.7,44.3
E1714,account_manager,5.6,3.62,8.3,30.7
E1715,account_manager,8.8,8.55,2.2,69.2
E1716,support_engineer,7.3,6.71,2.5,71.7
E1717,account_manager,7.6,6.36,4.3,77.1
E1718,account_manager,5.5,4.68,6.3,89.1
E1719,implement_specialist,7.9,5.69,6.4,53.1
E1720,support_engineer,5.6,5.19,7.3,32.9
E1721,account_manager,8.4,12.87,4,70.8
E1722,implement_specialist,7.5,6.94,4.8,66
E1723,account_manager,5.8,2.79,10.9,42.7
E1724,support_engineer,8.3,3.41,7.8,65.7
E1725,implement_specialist,7.2,6.27,6.9,78.3
E1726,implement_specialist,7.1,4.06,7.9,42.9
E1727,account_manager,7.1,3.8,7.9,40
E1728,account_manager,6.4,5.32,9.5,47.3
E1729,account_manager,6.4,7.21,3.2,64
E1730,implement_specialist,7.3,8.41,6.3,22.3
E1731,account_manager,7.3,6.99,1.7,57.9
E1732,account_manager,9.1,8.12,8.7,83.3
E1733,account_manager,9.3,7.07,2.7,74.8
E1734,implement_specialist,4.8,7.11,9.5,56.2
E1735,support_engineer,7.1,4.25,5,46.4
E1736,implement_specialist,6.5,4.72,8.1,58.2
E1737,implement_specialist,7.5,7.4,5.5,36.3
E1738,support_engineer,8.3,6.81,3.7,54.9
E1739,implement_specialist,8.4,7.56,7.7,44
E1740,account_manager,6.6,9.16,3.4,64.6
E1741,account_manager,5.4,7.61,4.2,53.2
E1742,implement_specialist,8.4,9.88,7.7,51
E1743,implement_specialist,8,6.96,3.6,69.8
E1744,support_engineer,6.5,7.59,5.5,50.6
E1745,support_engineer,8.9,12.04,2.6,75
E1746,implement_specialist,8,8.03,4.3,70.8
E1747,implement_specialist,7,2.33,3.5,77.8
E1748,account_manager,6.1,7.49,6.4,40.2
E1749,account_manager,6.2,2,9.2,49.7
E1750,account_manager,6.4,4.64,8.9,62.4
E1751,implement_specialist,6.1,3.26,5.8,50.2
E1752,implement_specialist,5.1,10.16,4.6,63.6
E1753,support_engineer,7.2,7.13,7.8,73.6
E1754,account_manager,6.2,1.93,9.4,66.3
E1755,account_manager,6.8,4.25,6.8,33.3
E1756,account_manager,7.3,6.38,5.3,65.2
E1757,implement_specialist,7.2,12.42,4.8,62.4
E1758,account_manager,6.8,8.73,2.1,46.9
E1759,account_manager,7.9,8.84,4.8,43.1
E1760,implement_specialist,9.6,4.73,6.2,39.7
E1761,account_manager,8.7,10.5,9,81.1
E1762,support_engineer,7.9,6.76,5.9,75.7
E1763,account_manager,9.6,6.65,5.8,66.2
E1764,account_manager,8.1,7.16,7.2,52
E1765,support_engineer,5.2,6.94,7,53.8
E1766,account_manager,6.4,12.15,6.3,73.5
E1767,account_manager,7.1,5.44,6.5,64.6
E1768,implement_specialist,8.4,5.47,3.9,54.5
E1769,account_manager,8.7,10.77,2.7,82.8
E1770,implement_specialist,6.2,11.19,3.4,47.4
E1771,support_engineer,8.5,9.41,3.2,81.7
E1772,account_manager,8.5,5.24,6.7,55.6
E1773,implement_specialist,10.5,10.71,0.4,64.6
E1774,implement_specialist,6,6.26,6.3,45.9
E1775,account_manager,6.9,7.2,8.1,66.1
E1776,account_manager,8.3,8.79,6.8,59.9
E1777,account_manager,6,5.1,7.2,65.6
E1778,account_manager,7.5,4.11,10.1,43.3
E1779,support_engineer,6.8,5.02,10.1,60.4
E1780,account_manager,7.1,5.59,8.7,80.8
E1781,account_manager,8,2.33,10,55.9
E1782,support_engineer,9.6,4.97,6.4,60.3
E1783,implement_specialist,8.1,5.73,4.6,42.8
E1784,implement_specialist,7,9.26,4.6,95.4
E1785,account_manager,9.1,9.16,2.2,71
E1786,implement_specialist,4,6.54,11.4,74.1
E1787,support_engineer,6.9,8.89,10.6,72.2
E1788,implement_specialist,7.6,10.93,3.8,54.1
E1789,implement_specialist,8.8,7.2,4.2,67.4
E1790,implement_specialist,8.3,11.15,2.4,65.1
E1791,support_engineer,7.8,5.88,6,65.5
E1792,implement_specialist,9.2,4.26,6.4,72.4
E1793,account_manager,7.8,8.5,4.4,62.5
E1794,implement_specialist,8,8.78,5.9,61.9
E1795,account_manager,7,5.26,4.5,26.8
E1796,support_engineer,7.4,1.68,5.9,36.1
E1797,implement_specialist,7.7,9.05,5.4,48.1
E1798,implement_specialist,7.2,2.27,10.2,80.7
E1799,support_engineer,6.9,16.41,4.8,85.2
E1800,implement_specialist,6.7,8.33,4.6,60.7
E1801,implement_specialist,6.4,5.44,6.1,54.4
E1802,support_engineer,6.6,13.52,2.2,54.2
E1803,account_manager,7.7,5.26,4.3,50.2
E1804,account_manager,6.9,0,7,40.3
E1805,account_manager,7.9,10.69,4,74.1
E1806,support_engineer,5.5,1.53,5.2,56.7
E1807,implement_specialist,4.3,4.49,7.8,50.1
E1808,account_manager,5.4,5.54,7,59
E1809,account_manager,7.1,7.74,7.9,39.8
E1810,account_manager,6.5,5.82,4.3,43.8
E1811,account_manager,7.4,12.03,4.3,80.5
E1812,implement_specialist,7.1,10.45,7.3,65.9
E1813,implement_specialist,8.6,4.74,6.1,51.8
E1814,account_manager,7.5,5.95,5,53
E1815,account_manager,6.6,2.1,8,38.1
E1816,support_engineer,5.6,3.74,6.1,28.8
E1817,support_engineer,8.8,11.15,2.4,70.7
E1818,implement_specialist,6.5,10.22,6,40.3
E1819,account_manager,7,8.46,3.3,82.5
E1820,account_manager,7.5,7.05,5,32.8
E1821,account_manager,7.1,13.23,6.5,52.9
E1822,account_manager,6.4,9.04,4.9,31.9
E1823,implement_specialist,8.3,6.73,6.3,54
E1824,support_engineer,7.7,9.72,4.2,51.9
E1825,support_engineer,7.6,9.07,9.6,61.1
E1826,account_manager,8.6,9.57,3.1,71.7
E1827,implement_specialist,8.3,6.53,8.3,61.4
E1828,account_manager,4.4,4.08,7,72.6
E1829,implement_specialist,5.5,6.37,8.6,40.4
E1830,implement_specialist,6,5.99,7.5,60.8
E1831,account_manager,6,11.35,6.4,81.4
E1832,support_engineer,9.7,7.29,2.2,63.8
E1833,account_manager,6.3,2.3,11.2,45.7
E1834,account_manager,7.3,0,2.4,59
E1835,support_engineer,7.1,5.1,0,60.3
E1836,account_manager,9.5,12.01,3.3,97.1
E1837,implement_specialist,5.6,6.7,6.9,66.2
E1838,account_manager,6.1,7.54,8.3,48.9
E1839,account_manager,6.8,11.69,6,40.1
E1840,account_manager,8.6,4.94,6.7,72.9
E1841,implement_specialist,6,4.81,8.1,53.1
E1842,implement_specialist,7.3,8.83,4.2,42.6
E1843,implement_specialist,7.6,8.9,4.7,63
E1844,implement_specialist,8.5,10.03,3.2,73.2
E1845,implement_specialist,8.4,5.15,3.4,62
E1846,account_manager,6.1,2.53,6.9,63.2
E1847,implement_specialist,8.9,9.01,6.4,57.8
E1848,implement_specialist,9,6.26,3.9,77.5
E1849,account_manager,5.8,7.55,8.3,72.8
E1850,implement_specialist,7.1,1.6,6.7,55.1
E1851,implement_specialist,7.9,5.13,4.3,71.1
E1852,implement_specialist,5.9,3.4,5.8,57
E1853,implement_specialist,6,6,6.5,61.5
E1854,support_engineer,7.2,7.38,5,74.2
E1855,implement_specialist,8.8,11.34,7,51.6
E1856,implement_specialist,8,11.86,4,55.7
E1857,account_manager,6.7,3.97,5.1,74.3
E1858,account_manager,8.4,12.1,0,95.8
E1859,support_engineer,6.6,11.26,5.1,57.3
E1860,support_engineer,6.8,4.5,6.6,55.4
E1861,implement_specialist,7.2,5.57,5.4,69.8
E1862,support_engineer,4.6,10.09,5.8,57.5
E1863,account_manager,7.9,6.59,3.1,54.7
E1864,implement_specialist,6.4,9.5,8.1,69.4
E1865,account_manager,5.3,5.64,7.6,73.4
E1866,account_manager,7.5,3.53,5.7,68.4
E1867,implement_specialist,6.9,9.57,4.9,62.6
E1868,account_manager,8.3,5.26,6.1,50
E1869,account_manager,5.6,7.88,4.6,30.5
E1870,account_manager,7.9,7.53,8.5,57.2
E1871,support_engineer,8.9,3.97,6.4,82.7
E1872,account_manager,5.4,3.51,5.8,61.1
E1873,implement_specialist,8.4,11.32,5.7,79.8
E1874,implement_specialist,7.7,5.66,5.5,89.8
E1875,support_engineer,7,12.93,7.4,58.2
E1876,support_engineer,6.4,11.51,7.7,60.3
E1877,implement_specialist,8.1,8.89,6.1,23.1
E1878,account_manager,7.6,2.9,7.1,58.1
E1879,implement_specialist,8.4,9.14,2.4,53.9
E1880,support_engineer,7.8,9.23,2.9,66.6
E1881,implement_specialist,5.2,1.88,9.5,49.4
E1882,implement_specialist,6.4,5.05,4.8,65.5
E1883,account_manager,5.7,3.86,6.7,60
E1884,account_manager,6.1,4.47,6.6,72.1
E1885,support_engineer,7.1,0,9.3,43.6
E1886,implement_specialist,9.1,10.94,5.3,54.4
E1887,account_manager,7.2,2.3,8.7,66
E1888,implement_specialist,5.8,9.14,6.5,73.8
E1889,account_manager,8.1,2.71,5.2,31.4
E1890,account_manager,8.6,4.22,4.5,78.5
E1891,account_manager,7,9.73,4.4,62.5
E1892,account_manager,8.4,9.02,1.7,86.7
E1893,implement_specialist,8.1,5.35,1,65.8
E1894,implement_specialist,7.1,8.52,4.8,84.3
E1895,support_engineer,6.6,5.91,6.2,36.5
E1896,account_manager,9.9,10.86,5.4,73.8
E1897,account_manager,6.4,9.04,7.3,58.7
E1898,account_manager,7.4,9.14,3.5,100
E1899,implement_specialist,8.9,7.07,4.2,74.3
E1900,account_manager,5.6,11.42,3,44.1
E1901,implement_specialist,8.1,4.35,5.1,74.8
E1902,implement_specialist,8.5,7.01,5,64.8
E1903,implement_specialist,7.5,10.51,5.9,37.4
E1904,account_manager,6.3,3.44,6.1,82.6
E1905,implement_specialist,7.8,5.28,5.5,39.6
E1906,account_manager,8.8,4.64,1.7,94.8
E1907,account_manager,9.3,5.77,6,32.4
E1908,account_manager,8.2,3.17,3.7,51.8
E1909,implement_specialist,8.3,6.64,7.9,73.5
E1910,support_engineer,6.3,1.88,3.3,38.9
E1911,implement_specialist,7.6,7.52,6,31.7
E1912,account_manager,8.5,6.61,7.6,39.7
E1913,support_engineer,8.5,8.5,0,63.8
E1914,account_manager,9.1,10.52,5.6,51.1
E1915,account_manager,7.3,3.13,7.4,47.4
E1916,implement_specialist,8.9,12.21,6.3,53.3
E1917,account_manager,6.4,10.88,4.7,68.4
E1918,support_engineer,5.6,6.01,7.6,55
E1919,implement_specialist,5.6,4.74,10.1,42.3
E1920,support_engineer,5.2,6.55,4.2,66.3
E1921,account_manager,6.7,2.27,8.3,62.5
E1922,account_manager,6.7,9.1,5.8,84.3
E1923,account_manager,5.3,0.8,7.5,56.3
E1924,implement_specialist,5.3,4.69,12,41.3
E1925,implement_specialist,6.7,4.68,4.4,28.4
E1926,account_manager,7.1,3.23,8,84.4
E1927,account_manager,5.5,6.19,8.4,87.7
E1928,implement_specialist,7.2,6.58,5.7,51
E1929,support_engineer,6.6,2.57,8.6,59.5
E1930,account_manager,7.2,7.32,5.7,57.5
E1931,support_engineer,7.9,1.73,6.9,63.1
E1932,implement_specialist,7.7,5.64,5.4,55.2
E1933,account_manager,7.1,12.11,6.7,55.5
E1934,implement_specialist,8.3,4.07,5.3,62
E1935,implement_specialist,6.3,1.65,9.3,38.5
E1936,support_engineer,8.5,8.15,3.3,73
E1937,support_engineer,6.3,6.9,9.1,86.9
E1938,support_engineer,9.6,5.48,4.1,59.9
E1939,implement_specialist,4.1,2.6,9.9,49.3
E1940,implement_specialist,6.6,6.84,5.8,78.5
E1941,implement_specialist,7.8,6.46,8.4,45.7
E1942,account_manager,7,2.59,6.5,57.8
E1943,implement_specialist,5.4,3.52,3.3,52.4
E1944,account_manager,6.2,1.45,6.9,60.6
E1945,support_engineer,9,8.71,4.2,81.9
E1946,implement_specialist,8.7,8.47,3.6,53.9
E1947,account_manager,7.5,12.46,2.8,64.9
E1948,account_manager,9.3,7.6,5.6,98.2
E1949,support_engineer,8.6,7.86,7.2,53.1
E1950,implement_specialist,8,4.4,4.8,66.7
E1951,implement_specialist,6,2.71,9.6,47
E1952,account_manager,7.6,5.03,6,58.3
E1953,account_manager,6,8.31,5.9,51.2
E1954,support_engineer,6.2,3.29,2.6,47.4
E1955,account_manager,5.6,5.9,8.1,78.8
E1956,support_engineer,7,11.16,6.1,39.7
E1957,implement_specialist,5.8,5.94,6.7,61.8
E1958,account_manager,6.6,8.44,7.4,53.9
E1959,account_manager,5.8,3.25,6.2,53
E1960,account_manager,5,4.54,6.4,70.4
E1961,implement_specialist,6.5,7.22,10.7,43.5
E1962,implement_specialist,7.3,10.66,5.2,44.2
E1963,account_manager,4.8,3.91,8.9,64.9
E1964,implement_specialist,6.6,5.42,6.1,34.8
E1965,support_engineer,7.2,4.93,5.2,68
E1966,account_manager,8.2,5.58,6.3,75
E1967,account_manager,8.3,10.24,6.4,57.7
E1968,implement_specialist,9.3,7.21,5.3,82.8
E1969,account_manager,8.6,12.59,4.3,47.8
E1970,account_manager,7.7,5.6,5.8,39.4
E1971,support_engineer,6.5,4.61,5.7,41.9
E1972,account_manager,4.8,8.32,7.7,37.8
E1973,support_engineer,7,9.25,5.1,40.9
E1974,account_manager,8.7,8,7.6,71.9
E1975,implement_specialist,6.5,6.32,7,45.3
E1976,account_manager,7.1,6.87,4.6,74.6
E1977,account_manager,7.2,5.22,7,52.8
E1978,implement_specialist,8.4,5.61,3.3,69.8
E1979,support_engineer,7.6,6.71,2.5,32.7
E1980,account_manager,7.3,12.22,7.8,57.5
E1981,account_manager,5.9,1.08,11,50.5
E1982,implement_specialist,8.8,6.14,6.5,59.6
E1983,account_manager,6.3,8.6,6.5,67.1
E1984,account_manager,9.9,11.27,5,85
E1985,implement_specialist,8,6.63,3.3,53.6
E1986,account_manager,4.8,9.99,5.6,69.3
E1987,support_engineer,7.5,3.28,7.4,53.7
E1988,account_manager,5,3.72,9.8,90.7
E1989,account_manager,8.7,8.83,0,100
E1990,account_manager,6.4,5.38,4.7,47.6
E1991,account_manager,7.8,7.65,2.2,64.9
E1992,account_manager,6.5,2.64,5.8,61.7
E1993,account_manager,6.4,4.29,2.8,73.4
E1994,support_engineer,5.5,10.27,8.5,63.7
E1995,account_manager,9.3,10.25,4.2,61.8
E1996,support_engineer,7.4,4.55,8.3,36
E1997,support_engineer,7.2,3.79,7.2,54.6
E1998,implement_specialist,8.7,10.32,4.4,63.4
E1999,account_manager,7,8.2,4,42.1
E2000,support_engineer,8.6,6.64,3.2,79.7
E2001,support_engineer,8.6,13.31,7,85
E2002,account_manager,8.2,4.68,6.9,45.8
E2003,support_engineer,6.5,9.01,5,40.1
E2004,account_manager,5.9,4.26,8.3,22
E2005,account_manager,8,6.49,4.8,69.1
E2006,implement_specialist,7.5,6.19,5,88
E2007,account_manager,7,4.54,7.5,52.1
E2008,implement_specialist,7.6,5.5,7.6,51.7
E2009,support_engineer,8.3,8.41,3.9,56.1
E2010,support_engineer,7.5,6.55,6.4,67.7
E2011,support_engineer,6.5,9.04,6.8,41.1
E2012,account_manager,8,6.87,6,81.5
E2013,account_manager,7.7,8.6,7.6,55
E2014,support_engineer,6.5,6.83,7.7,34
E2015,account_manager,6.1,3.84,10.3,36.7
E2016,account_manager,6.7,7.51,4.5,45.2
E2017,account_manager,9.2,5.41,3.9,77.4
E2018,implement_specialist,8.2,5.98,2.9,72.1
E2019,account_manager,7,7.25,8.5,47.4
E2020,implement_specialist,4.6,8.09,7,55
E2021,implement_specialist,8.4,8.24,3.9,70
E2022,implement_specialist,4.9,7.41,8.7,35.5
E2023,account_manager,9.4,10.76,5.8,45.9
E2024,implement_specialist,5.6,7.24,8.1,63.5
E2025,support_engineer,8.3,5.62,2,32.5
E2026,account_manager,7.2,9.1,5.3,63.3
E2027,implement_specialist,8,7.63,6.2,65.1
E2028,implement_specialist,7.1,10.6,4.6,63.7
E2029,support_engineer,8.5,3.13,3.6,26.3
E2030,support_engineer,7.3,5.18,8.7,50
E2031,account_manager,4.8,3.49,12,23.6
E2032,implement_specialist,7.3,13.31,7.3,48.7
E2033,implement_specialist,7,5.02,7,68.4
E2034,support_engineer,8.6,10.01,5.1,75.3
E2035,implement_specialist,6.3,11.65,3.8,64.1
E2036,account_manager,5.4,6.03,6,22.7
E2037,support_engineer,6.1,8.23,8.3,43.7
E2038,account_manager,7.9,7.23,5.1,56.5
E2039,account_manager,7.3,8.02,5.1,80.2
E2040,support_engineer,9.1,7,3.6,40.1
E2041,account_manager,8,8.41,7,85.1
E2042,implement_specialist,5.4,5.57,9.4,50.5
E2043,implement_specialist,4.2,6.3,11.4,44.4
E2044,account_manager,6.1,7.52,9.1,67.8
E2045,account_manager,7.3,6.71,7.9,46.5
E2046,support_engineer,6.8,5.8,7.9,37.8
E2047,implement_specialist,9.1,8.26,2.8,51.8
E2048,support_engineer,8.1,6.71,6.3,62.1
E2049,support_engineer,6.1,11.35,3.4,55.5
E2050,account_manager,8,9.66,3.1,71.8
E2051,account_manager,7.1,5.47,3.8,53.5
E2052,account_manager,7.9,5.08,6.2,60.3
E2053,support_engineer,7.4,8.31,6.3,72.7
E2054,implement_specialist,7.7,5.81,4.9,77.9
E2055,implement_specialist,7.8,6.92,7.9,57.6
E2056,account_manager,8.9,2.01,4.7,92.7
E2057,account_manager,8.7,4.37,6.5,69.3
E2058,implement_specialist,5.6,2.85,8.8,37.8
E2059,implement_specialist,7.2,5.78,7.6,54.1
E2060,account_manager,6.9,8.14,6.3,43.2
E2061,support_engineer,5.3,8.12,1.6,53.9
E2062,implement_specialist,4.8,12.45,10.2,45.9
E2063,support_engineer,8.5,9.18,1.4,85.2
E2064,support_engineer,7.4,6.57,9.3,21.2
E2065,support_engineer,7.9,7.93,3.5,21.1
E2066,support_engineer,8.6,0,9.6,80.5
E2067,implement_specialist,9.4,6.58,4.8,60.8
E2068,account_manager,7.2,8.57,3.7,65.8
E2069,implement_specialist,9.4,14.88,2.3,59.4
E2070,account_manager,8.6,5.21,7,93.6
E2071,account_manager,6.6,0.4,9.7,53
E2072,implement_specialist,4,7.47,11.9,54.4
E2073,support_engineer,6.9,7.97,7.5,55.1
E2074,support_engineer,6.5,4.84,8.9,52.4
E2075,implement_specialist,8.2,6.85,4.2,65.1
E2076,support_engineer,6.4,12.17,5.6,40.2
E2077,account_manager,7.3,4.4,4.7,56.8
E2078,implement_specialist,7.9,4.75,4.6,58.1
E2079,account_manager,7,9.16,7,51.7
E2080,implement_specialist,6.7,5.94,6.7,56.4
E2081,support_engineer,6.7,2.66,8.7,46.1
E2082,support_engineer,7.7,3.7,9.7,82.5
E2083,implement_specialist,6,5.55,7.3,37.5
E2084,account_manager,7.5,8.93,6.3,78.8
E2085,account_manager,7.5,7.27,4,61.2
E2086,account_manager,7.1,2.32,6.4,68.7
E2087,support_engineer,7.1,8.73,2.5,73.2
E2088,implement_specialist,5.3,0,8.1,25.8
E2089,implement_specialist,4.9,2,10.4,62.1
E2090,support_engineer,7.5,7.06,6.3,44.1
E2091,account_manager,5.7,5.33,9.2,45.5
E2092,account_manager,7.1,4.38,4.7,77
E2093,implement_specialist,8.1,5.31,5.7,55.8
E2094,implement_specialist,5.5,2.97,6.5,51.5
E2095,account_manager,5.9,6.31,10.9,55.3
E2096,account_manager,7,6.16,5.9,86.4
E2097,account_manager,6.5,10.29,9.4,50.8
E2098,account_manager,7.3,4.76,7.3,40.8
E2099,implement_specialist,5.8,10.5,8.3,76.2
E2100,account_manager,8.8,9.72,2.3,100
E2101,support_engineer,7.7,9.42,4.2,56.5
E2102,account_manager,8,8.19,4.3,66.3
E2103,implement_specialist,5.1,4.76,8.3,46.4
E2104,implement_specialist,7.2,7.17,2.4,46.9
E2105,support_engineer,4.1,1.81,5.9,45
E2106,account_manager,5.4,1.44,6.3,85.5
E2107,account_manager,5.9,5.62,7.8,64.3
E2108,support_engineer,9.2,12.92,1,57
E2109,account_manager,5.5,7.36,5.7,39.9
E2110,implement_specialist,6.7,10.68,6.6,59.2
E2111,account_manager,8,4.07,6.3,59
E2112,implement_specialist,9.5,8.46,2,33.6
E2113,implement_specialist,7.5,7.05,8,51.1
E2114,implement_specialist,7.2,10.14,10.4,70.2
E2115,implement_specialist,5.4,8.14,8.2,47.6
E2116,account_manager,6,10.17,6.2,73.1
E2117,support_engineer,8.8,5.73,7,55.8
E2118,account_manager,6.3,10.02,10.3,53.7
E2119,support_engineer,7.4,3.58,6.9,34.4
E2120,implement_specialist,8.3,11.12,8,68.1
E2121,implement_specialist,8.8,8.17,3.9,54.6
E2122,account_manager,5.8,9.75,6.6,44.4
E2123,account_manager,7.6,6.52,6.2,67.1
E2124,implement_specialist,6.1,6.35,8.9,85.9
E2125,support_engineer,7.4,6.36,6.5,77.9
E2126,account_manager,9.9,9.27,1.8,57.2
E2127,support_engineer,5.2,0.28,10.3,18.5
E2128,implement_specialist,7,5.46,2.7,71.9
E2129,implement_specialist,5.5,2.71,6.5,54.5
E2130,implement_specialist,6.3,8.49,8.2,34.2
E2131,account_manager,7.3,10.55,3.6,87.2
E2132,support_engineer,7.5,12.3,2.3,49.7
E2133,implement_specialist,10.2,14.02,3,64.2
E2134,account_manager,7,0.37,4.3,53.6
E2135,support_engineer,7.1,8.67,5.3,45.9
E2136,implement_specialist,7,10.82,8.2,34.2
E2137,account_manager,8.3,10.34,5.3,77.2
E2138,implement_specialist,7.9,7.92,7.6,66.9
E2139,account_manager,8.2,9.38,3.5,63.4
E2140,support_engineer,6.7,6.77,10.1,39.8
E2141,support_engineer,7.1,6.41,3.6,71.8
E2142,account_manager,5.2,10.95,6.6,49.8
E2143,account_manager,5.8,4.2,8.3,70.2
E2144,support_engineer,7.4,2.32,6,79.6
E2145,account_manager,7.3,8.09,4.4,52.9
E2146,implement_specialist,7.5,4.88,5.5,50.4
E2147,account_manager,7.6,7.71,5.2,79.4
E2148,account_manager,7,7.94,7.9,66.1
E2149,implement_specialist,7.1,5.22,6.1,65.2
E2150,implement_specialist,7.1,4.14,12,25.2
E2151,account_manager,8.8,4.99,2.6,70.8
E2152,implement_specialist,9.4,5.05,4.2,57.8
E2153,implement_specialist,6.8,7.21,7.4,62
E2154,support_engineer,6.9,7.9,5.1,82.7
E2155,support_engineer,6.4,9.68,5.3,74.5
E2156,account_manager,5.5,5.92,6.1,55.5
E2157,account_manager,7.7,5.81,2.9,84.9
E2158,account_manager,7.8,11.51,3.4,100
E2159,implement_specialist,7.5,3.95,4.9,72.5
E2160,support_engineer,8,7.78,10.4,51.9
E2161,support_engineer,6.3,7.25,3.8,46.3
E2162,support_engineer,6.5,6.92,7.4,43.5
E2163,implement_specialist,4.8,3.93,11.5,73.7
E2164,account_manager,6.4,6.83,8.1,96.5
E2165,implement_specialist,6.9,7.04,3.9,45
E2166,account_manager,7.6,2.47,5.4,77.7
E2167,implement_specialist,5.1,3.26,7.1,44.7
E2168,implement_specialist,6.6,4.3,8.4,43.3
E2169,support_engineer,7.3,8.17,6.6,76.6
E2170,account_manager,5.9,4.16,10.1,27.3
E2171,implement_specialist,7.1,3.07,6.7,45.6
E2172,implement_specialist,6.1,3.22,8.9,24.3
E2173,account_manager,6.2,7.18,5.5,62.6
E2174,account_manager,6.5,5.72,4.6,52.7
E2175,implement_specialist,7.9,7.69,3.5,100
E2176,account_manager,6.6,6,4.7,66.8
E2177,support_engineer,7.3,6.52,3.8,50.7
E2178,support_engineer,8.1,6.48,9.7,71.3
E2179,implement_specialist,9.4,5.85,3.3,88.7
E2180,support_engineer,8.5,5.2,2.6,73.1
E2181,implement_specialist,7.4,9.22,6.6,56.9
E2182,account_manager,7.6,6.12,7.5,53.8
E2183,account_manager,6.9,7.73,6.6,54.1
E2184,implement_specialist,7.8,6.36,4.5,68.7
E2185,account_manager,8.4,8.12,6.3,52.4
E2186,account_manager,6.9,9.09,12,55.6
E2187,support_engineer,7.5,5.44,8,44
E2188,support_engineer,8.2,5.99,5.1,60.7
E2189,support_engineer,7.2,6.54,9.2,63
E2190,account_manager,7.5,7.72,7.9,73.3
E2191,implement_specialist,7,6.58,4.7,46.7
E2192,support_engineer,8.8,8.74,3.9,45.2
E2193,account_manager,6.7,0.5,6.4,68
E2194,account_manager,7,8.45,6.8,57.5
E2195,account_manager,7.6,5.72,4.4,49.8
E2196,account_manager,9.9,12.08,2.4,88.1
E2197,support_engineer,4.9,12.32,7,31.4
E2198,support_engineer,7.4,3.11,6.5,83.7
E2199,account_manager,7.9,3.6,6.8,71.6
E2200,support_engineer,7.4,11.66,5.2,69
E2201,account_manager,7.2,9.75,5.1,68.1
E2202,implement_specialist,6,7.71,6.3,54.9
E2203,account_manager,8.5,5.82,10.7,83.6
E2204,implement_specialist,4,5.41,8.9,74.7
E2205,account_manager,8.2,6.71,5.8,62.4
E2206,account_manager,6.6,5.74,8.4,32.2
E2207,implement_specialist,8.3,8.63,2,73.9
E2208,account_manager,6.2,5.93,6.3,39.1
E2209,implement_specialist,5.6,9.48,2.9,84.8
E2210,support_engineer,9.4,6.33,7.5,30.3
E2211,implement_specialist,5.3,7.19,11.5,63.2
E2212,support_engineer,7.5,4.09,5.6,74.8
E2213,account_manager,5.5,8.04,9.1,65.3
E2214,implement_specialist,8.6,8.26,6.4,42.6
E2215,support_engineer,7.5,5.81,7.2,37.6
E2216,implement_specialist,8,9.81,6.7,74.8
E2217,account_manager,7.4,1.61,7.9,56.5
E2218,account_manager,7.4,4.14,5.3,91.2
